,unit_gdp,metroreg,TIME_PERIOD,gdp,sex,population,gdp_norm,iccs,nCrimes_norm,unemp_norm_F,unemp_norm_M,MvsNM,country,iccs_code,iccs_name
14,"PPS_EU27_2020_HAB:Purchasing power standard (PPS, EU27 from 2020), per inhabitant",AT:Austria,2015,35900.0,T:Total,8584926,308198843.4,ICCS05012:Burglary of private residential premises,0.0017906968563270085,0.024996983712503668,0.033853942853496945,WC,AT,ICCS05012,Burglary of private residential premises
15,"PPS_EU27_2020_HAB:Purchasing power standard (PPS, EU27 from 2020), per inhabitant",AT:Austria,2015,35900.0,T:Total,8584926,308198843.4,ICCS050211:Theft of a motorized land vehicle,0.00019604129377469298,0.024996983712503668,0.033853942853496945,WC,AT,ICCS050211,Theft of a motorized land vehicle
16,EUR_HAB:Euro per inhabitant,AT:Austria,2016,40900.0,T:Total,8700471,355849263.9,ICCS0101:Intentional homicide,5.631879009768552e-06,0.026332917637589496,0.03592699727774003,WC,AT,ICCS0101,Intentional homicide
17,EUR_HAB:Euro per inhabitant,AT:Austria,2016,40900.0,T:Total,8700471,355849263.9,ICCS0401:Robbery,0.00035664735851656765,0.026332917637589496,0.03592699727774003,WC,AT,ICCS0401,Robbery
18,EUR_HAB:Euro per inhabitant,AT:Austria,2016,40900.0,T:Total,8700471,355849263.9,ICCS05012:Burglary of private residential premises,0.0014799198801995891,0.026332917637589496,0.03592699727774003,WC,AT,ICCS05012,Burglary of private residential premises
19,EUR_HAB:Euro per inhabitant,AT:Austria,2016,40900.0,T:Total,8700471,355849263.9,ICCS050211:Theft of a motorized land vehicle,0.0002048164978654604,0.026332917637589496,0.03592699727774003,WC,AT,ICCS050211,Theft of a motorized land vehicle
20,"PPS_EU27_2020_HAB:Purchasing power standard (PPS, EU27 from 2020), per inhabitant",AT:Austria,2016,36600.0,T:Total,8700471,318437238.6,ICCS0101:Intentional homicide,5.631879009768552e-06,0.026332917637589496,0.03592699727774003,WC,AT,ICCS0101,Intentional homicide
21,"PPS_EU27_2020_HAB:Purchasing power standard (PPS, EU27 from 2020), per inhabitant",AT:Austria,2016,36600.0,T:Total,8700471,318437238.6,ICCS0401:Robbery,0.00035664735851656765,0.026332917637589496,0.03592699727774003,WC,AT,ICCS0401,Robbery
22,"PPS_EU27_2020_HAB:Purchasing power standard (PPS, EU27 from 2020), per inhabitant",AT:Austria,2016,36600.0,T:Total,8700471,318437238.6,ICCS05012:Burglary of private residential premises,0.0014799198801995891,0.026332917637589496,0.03592699727774003,WC,AT,ICCS05012,Burglary of private residential premises
23,"PPS_EU27_2020_HAB:Purchasing power standard (PPS, EU27 from 2020), per inhabitant",AT:Austria,2016,36600.0,T:Total,8700471,318437238.6,ICCS050211:Theft of a motorized land vehicle,0.0002048164978654604,0.026332917637589496,0.03592699727774003,WC,AT,ICCS050211,Theft of a motorized land vehicle
24,EUR_HAB:Euro per inhabitant,AT:Austria,2017,42000.0,T:Total,8772865,368460330.0,ICCS0101:Intentional homicide,6.9532587130885976e-06,0.023831815092018156,0.032835231832736955,WC,AT,ICCS0101,Intentional homicide
25,EUR_HAB:Euro per inhabitant,AT:Austria,2017,42000.0,T:Total,8772865,368460330.0,ICCS0401:Robbery,0.00029750828264198754,0.023831815092018156,0.032835231832736955,WC,AT,ICCS0401,Robbery
26,EUR_HAB:Euro per inhabitant,AT:Austria,2017,42000.0,T:Total,8772865,368460330.0,ICCS05012:Burglary of private residential premises,0.0013393572111277216,0.023831815092018156,0.032835231832736955,WC,AT,ICCS05012,Burglary of private residential premises
27,EUR_HAB:Euro per inhabitant,AT:Austria,2017,42000.0,T:Total,8772865,368460330.0,ICCS050211:Theft of a motorized land vehicle,0.00017850496958519253,0.023831815092018156,0.032835231832736955,WC,AT,ICCS050211,Theft of a motorized land vehicle
28,"PPS_EU27_2020_HAB:Purchasing power standard (PPS, EU27 from 2020), per inhabitant",AT:Austria,2017,37200.0,T:Total,8772865,326350578.0,ICCS0101:Intentional homicide,6.9532587130885976e-06,0.023831815092018156,0.032835231832736955,WC,AT,ICCS0101,Intentional homicide
29,"PPS_EU27_2020_HAB:Purchasing power standard (PPS, EU27 from 2020), per inhabitant",AT:Austria,2017,37200.0,T:Total,8772865,326350578.0,ICCS0401:Robbery,0.00029750828264198754,0.023831815092018156,0.032835231832736955,WC,AT,ICCS0401,Robbery
30,"PPS_EU27_2020_HAB:Purchasing power standard (PPS, EU27 from 2020), per inhabitant",AT:Austria,2017,37200.0,T:Total,8772865,326350578.0,ICCS05012:Burglary of private residential premises,0.0013393572111277216,0.023831815092018156,0.032835231832736955,WC,AT,ICCS05012,Burglary of private residential premises
31,"PPS_EU27_2020_HAB:Purchasing power standard (PPS, EU27 from 2020), per inhabitant",AT:Austria,2017,37200.0,T:Total,8772865,326350578.0,ICCS050211:Theft of a motorized land vehicle,0.00017850496958519253,0.023831815092018156,0.032835231832736955,WC,AT,ICCS050211,Theft of a motorized land vehicle
32,EUR_HAB:Euro per inhabitant,AT:Austria,2018,43600.0,T:Total,8822267,384650841.2,ICCS0101:Intentional homicide,8.274517196090302e-06,0.02201282899644918,0.027958855996448557,WC,AT,ICCS0101,Intentional homicide
33,EUR_HAB:Euro per inhabitant,AT:Austria,2018,43600.0,T:Total,8822267,384650841.2,ICCS0401:Robbery,0.0002715855233127721,0.02201282899644918,0.027958855996448557,WC,AT,ICCS0401,Robbery
34,EUR_HAB:Euro per inhabitant,AT:Austria,2018,43600.0,T:Total,8822267,384650841.2,ICCS05012:Burglary of private residential premises,0.001105271468206528,0.02201282899644918,0.027958855996448557,WC,AT,ICCS05012,Burglary of private residential premises
35,EUR_HAB:Euro per inhabitant,AT:Austria,2018,43600.0,T:Total,8822267,384650841.2,ICCS050211:Theft of a motorized land vehicle,0.00017943233864946504,0.02201282899644918,0.027958855996448557,WC,AT,ICCS050211,Theft of a motorized land vehicle
36,"PPS_EU27_2020_HAB:Purchasing power standard (PPS, EU27 from 2020), per inhabitant",AT:Austria,2018,38600.0,T:Total,8822267,340539506.2,ICCS0101:Intentional homicide,8.274517196090302e-06,0.02201282899644918,0.027958855996448557,WC,AT,ICCS0101,Intentional homicide
37,"PPS_EU27_2020_HAB:Purchasing power standard (PPS, EU27 from 2020), per inhabitant",AT:Austria,2018,38600.0,T:Total,8822267,340539506.2,ICCS0401:Robbery,0.0002715855233127721,0.02201282899644918,0.027958855996448557,WC,AT,ICCS0401,Robbery
38,"PPS_EU27_2020_HAB:Purchasing power standard (PPS, EU27 from 2020), per inhabitant",AT:Austria,2018,38600.0,T:Total,8822267,340539506.2,ICCS05012:Burglary of private residential premises,0.001105271468206528,0.02201282899644918,0.027958855996448557,WC,AT,ICCS05012,Burglary of private residential premises
39,"PPS_EU27_2020_HAB:Purchasing power standard (PPS, EU27 from 2020), per inhabitant",AT:Austria,2018,38600.0,T:Total,8822267,340539506.2,ICCS050211:Theft of a motorized land vehicle,0.00017943233864946504,0.02201282899644918,0.027958855996448557,WC,AT,ICCS050211,Theft of a motorized land vehicle
40,EUR_HAB:Euro per inhabitant,AT:Austria,2019,44700.0,T:Total,8858775,395987242.5,ICCS0101:Intentional homicide,8.353299412164774e-06,0.02061424222001172,0.025636711955130936,WC,AT,ICCS0101,Intentional homicide
41,EUR_HAB:Euro per inhabitant,AT:Austria,2019,44700.0,T:Total,8858775,395987242.5,ICCS0401:Robbery,0.0002966550115563382,0.02061424222001172,0.025636711955130936,WC,AT,ICCS0401,Robbery
42,EUR_HAB:Euro per inhabitant,AT:Austria,2019,44700.0,T:Total,8858775,395987242.5,ICCS05012:Burglary of private residential premises,0.0009931395706516985,0.02061424222001172,0.025636711955130936,WC,AT,ICCS05012,Burglary of private residential premises
43,EUR_HAB:Euro per inhabitant,AT:Austria,2019,44700.0,T:Total,8858775,395987242.5,ICCS050211:Theft of a motorized land vehicle,0.00018377258706762505,0.02061424222001172,0.025636711955130936,WC,AT,ICCS050211,Theft of a motorized land vehicle
44,"PPS_EU27_2020_HAB:Purchasing power standard (PPS, EU27 from 2020), per inhabitant",AT:Austria,2019,39400.0,T:Total,8858775,349035735.0,ICCS0101:Intentional homicide,8.353299412164774e-06,0.02061424222001172,0.025636711955130936,WC,AT,ICCS0101,Intentional homicide
45,"PPS_EU27_2020_HAB:Purchasing power standard (PPS, EU27 from 2020), per inhabitant",AT:Austria,2019,39400.0,T:Total,8858775,349035735.0,ICCS0401:Robbery,0.0002966550115563382,0.02061424222001172,0.025636711955130936,WC,AT,ICCS0401,Robbery
46,"PPS_EU27_2020_HAB:Purchasing power standard (PPS, EU27 from 2020), per inhabitant",AT:Austria,2019,39400.0,T:Total,8858775,349035735.0,ICCS05012:Burglary of private residential premises,0.0009931395706516985,0.02061424222001172,0.025636711955130936,WC,AT,ICCS05012,Burglary of private residential premises
47,"PPS_EU27_2020_HAB:Purchasing power standard (PPS, EU27 from 2020), per inhabitant",AT:Austria,2019,39400.0,T:Total,8858775,349035735.0,ICCS050211:Theft of a motorized land vehicle,0.00018377258706762505,0.02061424222001172,0.025636711955130936,WC,AT,ICCS050211,Theft of a motorized land vehicle
48,EUR_HAB:Euro per inhabitant,AT:Austria,2020,42700.0,T:Total,8901064,380075432.8,ICCS0101:Intentional homicide,6.06669045408504e-06,0.02463352653919738,0.030168275489109733,WC,AT,ICCS0101,Intentional homicide
49,EUR_HAB:Euro per inhabitant,AT:Austria,2020,42700.0,T:Total,8901064,380075432.8,ICCS0401:Robbery,0.00024008365741443944,0.02463352653919738,0.030168275489109733,WC,AT,ICCS0401,Robbery
50,EUR_HAB:Euro per inhabitant,AT:Austria,2020,42700.0,T:Total,8901064,380075432.8,ICCS05012:Burglary of private residential premises,0.0007158694735820346,0.02463352653919738,0.030168275489109733,WC,AT,ICCS05012,Burglary of private residential premises
51,EUR_HAB:Euro per inhabitant,AT:Austria,2020,42700.0,T:Total,8901064,380075432.8,ICCS050211:Theft of a motorized land vehicle,0.00014402772522475964,0.02463352653919738,0.030168275489109733,WC,AT,ICCS050211,Theft of a motorized land vehicle
52,"PPS_EU27_2020_HAB:Purchasing power standard (PPS, EU27 from 2020), per inhabitant",AT:Austria,2020,37500.0,T:Total,8901064,333789900.0,ICCS0101:Intentional homicide,6.06669045408504e-06,0.02463352653919738,0.030168275489109733,WC,AT,ICCS0101,Intentional homicide
53,"PPS_EU27_2020_HAB:Purchasing power standard (PPS, EU27 from 2020), per inhabitant",AT:Austria,2020,37500.0,T:Total,8901064,333789900.0,ICCS0401:Robbery,0.00024008365741443944,0.02463352653919738,0.030168275489109733,WC,AT,ICCS0401,Robbery
54,"PPS_EU27_2020_HAB:Purchasing power standard (PPS, EU27 from 2020), per inhabitant",AT:Austria,2020,37500.0,T:Total,8901064,333789900.0,ICCS05012:Burglary of private residential premises,0.0007158694735820346,0.02463352653919738,0.030168275489109733,WC,AT,ICCS05012,Burglary of private residential premises
55,"PPS_EU27_2020_HAB:Purchasing power standard (PPS, EU27 from 2020), per inhabitant",AT:Austria,2020,37500.0,T:Total,8901064,333789900.0,ICCS050211:Theft of a motorized land vehicle,0.00014402772522475964,0.02463352653919738,0.030168275489109733,WC,AT,ICCS050211,Theft of a motorized land vehicle
56,EUR_HAB:Euro per inhabitant,AT001MC:Wien,2014,42600.0,T:Total,2681273,114222229.8,ICCS0101:Intentional homicide,4.4754860844084136e-06,0.03554443306990478,0.04895573938585603,M,AT,ICCS0101,Intentional homicide
57,EUR_HAB:Euro per inhabitant,AT001MC:Wien,2014,42600.0,T:Total,2681273,114222229.8,ICCS0401:Robbery,0.0009461923496786787,0.03554443306990478,0.04895573938585603,M,AT,ICCS0401,Robbery
58,EUR_HAB:Euro per inhabitant,AT001MC:Wien,2014,42600.0,T:Total,2681273,114222229.8,ICCS05012:Burglary of private residential premises,0.00401600284640915,0.03554443306990478,0.04895573938585603,M,AT,ICCS05012,Burglary of private residential premises
59,EUR_HAB:Euro per inhabitant,AT001MC:Wien,2014,42600.0,T:Total,2681273,114222229.8,ICCS050211:Theft of a motorized land vehicle,0.00015999862751760077,0.03554443306990478,0.04895573938585603,M,AT,ICCS050211,Theft of a motorized land vehicle
60,"PPS_EU27_2020_HAB:Purchasing power standard (PPS, EU27 from 2020), per inhabitant",AT001MC:Wien,2014,38200.0,T:Total,2681273,102424628.6,ICCS0101:Intentional homicide,4.4754860844084136e-06,0.03554443306990478,0.04895573938585603,M,AT,ICCS0101,Intentional homicide
61,"PPS_EU27_2020_HAB:Purchasing power standard (PPS, EU27 from 2020), per inhabitant",AT001MC:Wien,2014,38200.0,T:Total,2681273,102424628.6,ICCS0401:Robbery,0.0009461923496786787,0.03554443306990478,0.04895573938585603,M,AT,ICCS0401,Robbery
62,"PPS_EU27_2020_HAB:Purchasing power standard (PPS, EU27 from 2020), per inhabitant",AT001MC:Wien,2014,38200.0,T:Total,2681273,102424628.6,ICCS05012:Burglary of private residential premises,0.00401600284640915,0.03554443306990478,0.04895573938585603,M,AT,ICCS05012,Burglary of private residential premises
63,"PPS_EU27_2020_HAB:Purchasing power standard (PPS, EU27 from 2020), per inhabitant",AT001MC:Wien,2014,38200.0,T:Total,2681273,102424628.6,ICCS050211:Theft of a motorized land vehicle,0.00015999862751760077,0.03554443306990478,0.04895573938585603,M,AT,ICCS050211,Theft of a motorized land vehicle
64,EUR_HAB:Euro per inhabitant,AT001MC:Wien,2015,43200.0,T:Total,2720557,117528062.4,ICCS0101:Intentional homicide,4.043289664579717e-06,0.03502711926555764,0.05353408361932869,M,AT,ICCS0101,Intentional homicide
65,EUR_HAB:Euro per inhabitant,AT001MC:Wien,2015,43200.0,T:Total,2720557,117528062.4,ICCS0401:Robbery,0.0009001833080505206,0.03502711926555764,0.05353408361932869,M,AT,ICCS0401,Robbery
66,EUR_HAB:Euro per inhabitant,AT001MC:Wien,2015,43200.0,T:Total,2720557,117528062.4,ICCS05012:Burglary of private residential premises,0.0031261980542954993,0.03502711926555764,0.05353408361932869,M,AT,ICCS05012,Burglary of private residential premises
67,EUR_HAB:Euro per inhabitant,AT001MC:Wien,2015,43200.0,T:Total,2720557,117528062.4,ICCS050211:Theft of a motorized land vehicle,0.00018966704244755762,0.03502711926555764,0.05353408361932869,M,AT,ICCS050211,Theft of a motorized land vehicle
68,"PPS_EU27_2020_HAB:Purchasing power standard (PPS, EU27 from 2020), per inhabitant",AT001MC:Wien,2015,38900.0,T:Total,2720557,105829667.3,ICCS0101:Intentional homicide,4.043289664579717e-06,0.03502711926555764,0.05353408361932869,M,AT,ICCS0101,Intentional homicide
69,"PPS_EU27_2020_HAB:Purchasing power standard (PPS, EU27 from 2020), per inhabitant",AT001MC:Wien,2015,38900.0,T:Total,2720557,105829667.3,ICCS0401:Robbery,0.0009001833080505206,0.03502711926555764,0.05353408361932869,M,AT,ICCS0401,Robbery
70,"PPS_EU27_2020_HAB:Purchasing power standard (PPS, EU27 from 2020), per inhabitant",AT001MC:Wien,2015,38900.0,T:Total,2720557,105829667.3,ICCS05012:Burglary of private residential premises,0.0031261980542954993,0.03502711926555764,0.05353408361932869,M,AT,ICCS05012,Burglary of private residential premises
71,"PPS_EU27_2020_HAB:Purchasing power standard (PPS, EU27 from 2020), per inhabitant",AT001MC:Wien,2015,38900.0,T:Total,2720557,105829667.3,ICCS050211:Theft of a motorized land vehicle,0.00018966704244755762,0.03502711926555764,0.05353408361932869,M,AT,ICCS050211,Theft of a motorized land vehicle
72,EUR_HAB:Euro per inhabitant,AT001MC:Wien,2016,44500.0,T:Total,2775368,123503876.0,ICCS0101:Intentional homicide,7.566564145727702e-06,0.037779784585005215,0.056907067576587735,M,AT,ICCS0101,Intentional homicide
73,EUR_HAB:Euro per inhabitant,AT001MC:Wien,2016,44500.0,T:Total,2775368,123503876.0,ICCS0401:Robbery,0.0007426042240164187,0.037779784585005215,0.056907067576587735,M,AT,ICCS0401,Robbery
74,EUR_HAB:Euro per inhabitant,AT001MC:Wien,2016,44500.0,T:Total,2775368,123503876.0,ICCS05012:Burglary of private residential premises,0.002640010261702232,0.037779784585005215,0.056907067576587735,M,AT,ICCS05012,Burglary of private residential premises
75,EUR_HAB:Euro per inhabitant,AT001MC:Wien,2016,44500.0,T:Total,2775368,123503876.0,ICCS050211:Theft of a motorized land vehicle,0.00020213535646444004,0.037779784585005215,0.056907067576587735,M,AT,ICCS050211,Theft of a motorized land vehicle
76,"PPS_EU27_2020_HAB:Purchasing power standard (PPS, EU27 from 2020), per inhabitant",AT001MC:Wien,2016,39800.0,T:Total,2775368,110459646.4,ICCS0101:Intentional homicide,7.566564145727702e-06,0.037779784585005215,0.056907067576587735,M,AT,ICCS0101,Intentional homicide
77,"PPS_EU27_2020_HAB:Purchasing power standard (PPS, EU27 from 2020), per inhabitant",AT001MC:Wien,2016,39800.0,T:Total,2775368,110459646.4,ICCS0401:Robbery,0.0007426042240164187,0.037779784585005215,0.056907067576587735,M,AT,ICCS0401,Robbery
78,"PPS_EU27_2020_HAB:Purchasing power standard (PPS, EU27 from 2020), per inhabitant",AT001MC:Wien,2016,39800.0,T:Total,2775368,110459646.4,ICCS05012:Burglary of private residential premises,0.002640010261702232,0.037779784585005215,0.056907067576587735,M,AT,ICCS05012,Burglary of private residential premises
79,"PPS_EU27_2020_HAB:Purchasing power standard (PPS, EU27 from 2020), per inhabitant",AT001MC:Wien,2016,39800.0,T:Total,2775368,110459646.4,ICCS050211:Theft of a motorized land vehicle,0.00020213535646444004,0.037779784585005215,0.056907067576587735,M,AT,ICCS050211,Theft of a motorized land vehicle
80,EUR_HAB:Euro per inhabitant,AT001MC:Wien,2017,44900.0,T:Total,2811186,126222251.4,ICCS0101:Intentional homicide,6.402991477618343e-06,0.03465930046557373,0.0519155904997386,M,AT,ICCS0101,Intentional homicide
81,EUR_HAB:Euro per inhabitant,AT001MC:Wien,2017,44900.0,T:Total,2811186,126222251.4,ICCS0401:Robbery,0.0005993911466548283,0.03465930046557373,0.0519155904997386,M,AT,ICCS0401,Robbery
82,EUR_HAB:Euro per inhabitant,AT001MC:Wien,2017,44900.0,T:Total,2811186,126222251.4,ICCS05012:Burglary of private residential premises,0.0023755098381964056,0.03465930046557373,0.0519155904997386,M,AT,ICCS05012,Burglary of private residential premises
83,EUR_HAB:Euro per inhabitant,AT001MC:Wien,2017,44900.0,T:Total,2811186,126222251.4,ICCS050211:Theft of a motorized land vehicle,0.00016861210891061637,0.03465930046557373,0.0519155904997386,M,AT,ICCS050211,Theft of a motorized land vehicle
84,"PPS_EU27_2020_HAB:Purchasing power standard (PPS, EU27 from 2020), per inhabitant",AT001MC:Wien,2017,39700.0,T:Total,2811186,111604084.2,ICCS0101:Intentional homicide,6.402991477618343e-06,0.03465930046557373,0.0519155904997386,M,AT,ICCS0101,Intentional homicide
85,"PPS_EU27_2020_HAB:Purchasing power standard (PPS, EU27 from 2020), per inhabitant",AT001MC:Wien,2017,39700.0,T:Total,2811186,111604084.2,ICCS0401:Robbery,0.0005993911466548283,0.03465930046557373,0.0519155904997386,M,AT,ICCS0401,Robbery
86,"PPS_EU27_2020_HAB:Purchasing power standard (PPS, EU27 from 2020), per inhabitant",AT001MC:Wien,2017,39700.0,T:Total,2811186,111604084.2,ICCS05012:Burglary of private residential premises,0.0023755098381964056,0.03465930046557373,0.0519155904997386,M,AT,ICCS05012,Burglary of private residential premises
87,"PPS_EU27_2020_HAB:Purchasing power standard (PPS, EU27 from 2020), per inhabitant",AT001MC:Wien,2017,39700.0,T:Total,2811186,111604084.2,ICCS050211:Theft of a motorized land vehicle,0.00016861210891061637,0.03465930046557373,0.0519155904997386,M,AT,ICCS050211,Theft of a motorized land vehicle
88,EUR_HAB:Euro per inhabitant,AT001MC:Wien,2018,46600.0,T:Total,2838558,132276802.8,ICCS0101:Intentional homicide,1.4443953584883593e-05,0.03256142785647363,0.0485598364695195,M,AT,ICCS0101,Intentional homicide
89,EUR_HAB:Euro per inhabitant,AT001MC:Wien,2018,46600.0,T:Total,2838558,132276802.8,ICCS0401:Robbery,0.0005192777459541077,0.03256142785647363,0.0485598364695195,M,AT,ICCS0401,Robbery
90,EUR_HAB:Euro per inhabitant,AT001MC:Wien,2018,46600.0,T:Total,2838558,132276802.8,ICCS05012:Burglary of private residential premises,0.0016772600736007508,0.03256142785647363,0.0485598364695195,M,AT,ICCS05012,Burglary of private residential premises
91,EUR_HAB:Euro per inhabitant,AT001MC:Wien,2018,46600.0,T:Total,2838558,132276802.8,ICCS050211:Theft of a motorized land vehicle,0.0001437349527471343,0.03256142785647363,0.0485598364695195,M,AT,ICCS050211,Theft of a motorized land vehicle
92,"PPS_EU27_2020_HAB:Purchasing power standard (PPS, EU27 from 2020), per inhabitant",AT001MC:Wien,2018,41300.0,T:Total,2838558,117232445.4,ICCS0101:Intentional homicide,1.4443953584883593e-05,0.03256142785647363,0.0485598364695195,M,AT,ICCS0101,Intentional homicide
93,"PPS_EU27_2020_HAB:Purchasing power standard (PPS, EU27 from 2020), per inhabitant",AT001MC:Wien,2018,41300.0,T:Total,2838558,117232445.4,ICCS0401:Robbery,0.0005192777459541077,0.03256142785647363,0.0485598364695195,M,AT,ICCS0401,Robbery
94,"PPS_EU27_2020_HAB:Purchasing power standard (PPS, EU27 from 2020), per inhabitant",AT001MC:Wien,2018,41300.0,T:Total,2838558,117232445.4,ICCS05012:Burglary of private residential premises,0.0016772600736007508,0.03256142785647363,0.0485598364695195,M,AT,ICCS05012,Burglary of private residential premises
95,"PPS_EU27_2020_HAB:Purchasing power standard (PPS, EU27 from 2020), per inhabitant",AT001MC:Wien,2018,41300.0,T:Total,2838558,117232445.4,ICCS050211:Theft of a motorized land vehicle,0.0001437349527471343,0.03256142785647363,0.0485598364695195,M,AT,ICCS050211,Theft of a motorized land vehicle
96,EUR_HAB:Euro per inhabitant,AT001MC:Wien,2019,47800.0,T:Total,2853903,136416563.4,ICCS0101:Intentional homicide,1.1212714657786197e-05,0.03196976905778176,0.04450352726343504,M,AT,ICCS0101,Intentional homicide
97,EUR_HAB:Euro per inhabitant,AT001MC:Wien,2019,47800.0,T:Total,2853903,136416563.4,ICCS0401:Robbery,0.0005630885142207005,0.03196976905778176,0.04450352726343504,M,AT,ICCS0401,Robbery
98,EUR_HAB:Euro per inhabitant,AT001MC:Wien,2019,47800.0,T:Total,2853903,136416563.4,ICCS05012:Burglary of private residential premises,0.0016969742839893296,0.03196976905778176,0.04450352726343504,M,AT,ICCS05012,Burglary of private residential premises
99,EUR_HAB:Euro per inhabitant,AT001MC:Wien,2019,47800.0,T:Total,2853903,136416563.4,ICCS050211:Theft of a motorized land vehicle,0.00015172204521316947,0.03196976905778176,0.04450352726343504,M,AT,ICCS050211,Theft of a motorized land vehicle
100,"PPS_EU27_2020_HAB:Purchasing power standard (PPS, EU27 from 2020), per inhabitant",AT001MC:Wien,2019,42100.0,T:Total,2853903,120149316.3,ICCS0101:Intentional homicide,1.1212714657786197e-05,0.03196976905778176,0.04450352726343504,M,AT,ICCS0101,Intentional homicide
101,"PPS_EU27_2020_HAB:Purchasing power standard (PPS, EU27 from 2020), per inhabitant",AT001MC:Wien,2019,42100.0,T:Total,2853903,120149316.3,ICCS0401:Robbery,0.0005630885142207005,0.03196976905778176,0.04450352726343504,M,AT,ICCS0401,Robbery
102,"PPS_EU27_2020_HAB:Purchasing power standard (PPS, EU27 from 2020), per inhabitant",AT001MC:Wien,2019,42100.0,T:Total,2853903,120149316.3,ICCS05012:Burglary of private residential premises,0.0016969742839893296,0.03196976905778176,0.04450352726343504,M,AT,ICCS05012,Burglary of private residential premises
103,"PPS_EU27_2020_HAB:Purchasing power standard (PPS, EU27 from 2020), per inhabitant",AT001MC:Wien,2019,42100.0,T:Total,2853903,120149316.3,ICCS050211:Theft of a motorized land vehicle,0.00015172204521316947,0.03196976905778176,0.04450352726343504,M,AT,ICCS050211,Theft of a motorized land vehicle
104,EUR_HAB:Euro per inhabitant,AT001MC:Wien,2020,45100.0,T:Total,2873995,129617174.5,ICCS0101:Intentional homicide,6.263058912767768e-06,0.03753794596711894,0.04823713575440529,M,AT,ICCS0101,Intentional homicide
